id,title,abstract,authors,published_date,source,url,domain_task
939,Space-Aware Instruction Tuning: Dataset and Benchmark for Guide Dog Robots Assisting the Visually Impaired,"Guide dog robots offer promising solutions to enhance mobility and safety for
visually impaired individuals, addressing the limitations of traditional guide
dogs, particularly in perceptual intelligence and communication. With the
emergence of Vision-Language Models (VLMs), robots are now capable of
generating natural language descriptions of their surroundings, aiding in safer
decision-making. However, existing VLMs often struggle to accurately interpret
and convey spatial relationships, which is crucial for navigation in complex
environments such as street crossings. We introduce the Space-Aware Instruction
Tuning (SAIT) dataset and the Space-Aware Benchmark (SA-Bench) to address the
limitations of current VLMs in understanding physical environments. Our
automated data generation pipeline focuses on the virtual path to the
destination in 3D space and the surroundings, enhancing environmental
comprehension and enabling VLMs to provide more accurate guidance to visually
impaired individuals. We also propose an evaluation protocol to assess VLM
effectiveness in delivering walking guidance. Comparative experiments
demonstrate that our space-aware instruction-tuned model outperforms
state-of-the-art algorithms. We have fully open-sourced the SAIT dataset and
SA-Bench, along with the related code, at
https://github.com/byungokhan/Space-awareVLM","ByungOk Han, Woo-han Yun, Beom-Su Seo, Jaehong Kim",2025-02-11 02:14:49.000000,arXiv,http://arxiv.org/abs/2502.07183v2,Robotics
940,Tab2Visual: Overcoming Limited Data in Tabular Data Classification Using Deep Learning with Visual Representations,"This research addresses the challenge of limited data in tabular data
classification, particularly prevalent in domains with constraints like
healthcare. We propose Tab2Visual, a novel approach that transforms
heterogeneous tabular data into visual representations, enabling the
application of powerful deep learning models. Tab2Visual effectively addresses
data scarcity by incorporating novel image augmentation techniques and
facilitating transfer learning. We extensively evaluate the proposed approach
on diverse tabular datasets, comparing its performance against a wide range of
machine learning algorithms, including classical methods, tree-based ensembles,
and state-of-the-art deep learning models specifically designed for tabular
data. We also perform an in-depth analysis of factors influencing Tab2Visual's
performance. Our experimental results demonstrate that Tab2Visual outperforms
other methods in classification problems with limited tabular data.","Ahmed Mamdouh, Moumen El-Melegy, Samia Ali, Ron Kikinis",2025-02-11 02:12:29.000000,arXiv,http://arxiv.org/abs/2502.07181v1,Machine Learning
941,Improved YOLOv7 model for insulator defect detection,"Insulators are crucial insulation components and structural supports in power
grids, playing a vital role in the transmission lines. Due to temperature
fluctuations, internal stress, or damage from hail, insulators are prone to
injury. Automatic detection of damaged insulators faces challenges such as
diverse types, small defect targets, and complex backgrounds and shapes. Most
research for detecting insulator defects has focused on a single defect type or
a specific material. However, the insulators in the grid's transmission lines
have different colors and materials. Various insulator defects coexist, and the
existing methods have difficulty meeting the practical application
requirements. Current methods suffer from low detection accuracy and mAP0.5
cannot meet application requirements. This paper proposes an improved YOLOv7
model for multi-type insulator defect detection. First, our model replaces the
SPPCSPC module with the RFB module to enhance the network's feature extraction
capability. Second, a CA mechanism is introduced into the head part to enhance
the network's feature representation ability and to improve detection accuracy.
Third, a WIoU loss function is employed to address the low-quality samples
hindering model generalization during training, thereby improving the model's
overall performance. The experimental results indicate that the proposed model
exhibits enhancements across various performance metrics. Specifically, there
is a 1.6% advancement in mAP_0.5, a corresponding 1.6% enhancement in
mAP_0.5:0.95, a 1.3% elevation in precision, and a 1% increase in recall.
Moreover, the model achieves parameter reduction by 3.2 million, leading to a
decrease of 2.5 GFLOPS in computational cost. Notably, there is also an
improvement of 2.81 milliseconds in single-image detection speed.","Zhenyue Wang, Guowu Yuan, Hao Zhou, Yi Ma, Yutang Ma, Dong Chen",2025-02-11 02:09:30.000000,arXiv,http://arxiv.org/abs/2502.07179v1,Computer Vision
942,Online Aggregation of Trajectory Predictors,"Trajectory prediction, the task of forecasting future agent behavior from
past data, is central to safe and efficient autonomous driving. A diverse set
of methods (e.g., rule-based or learned with different architectures and
datasets) have been proposed, yet it is often the case that the performance of
these methods is sensitive to the deployment environment (e.g., how well the
design rules model the environment, or how accurately the test data match the
training data). Building upon the principled theory of online convex
optimization but also going beyond convexity and stationarity, we present a
lightweight and model-agnostic method to aggregate different trajectory
predictors online. We propose treating each individual trajectory predictor as
an ""expert"" and maintaining a probability vector to mix the outputs of
different experts. Then, the key technical approach lies in leveraging online
data -the true agent behavior to be revealed at the next timestep- to form a
convex-or-nonconvex, stationary-or-dynamic loss function whose gradient steers
the probability vector towards choosing the best mixture of experts. We
instantiate this method to aggregate trajectory predictors trained on different
cities in the NUSCENES dataset and show that it performs just as well, if not
better than, any singular model, even when deployed on the out-of-distribution
LYFT dataset.","Alex Tong, Apoorva Sharma, Sushant Veer, Marco Pavone, Heng Yang",2025-02-11 02:01:56.000000,arXiv,http://arxiv.org/abs/2502.07178v1,Robotics
943,MatrixKAN: Parallelized Kolmogorov-Arnold Network,"Kolmogorov-Arnold Networks (KAN) are a new class of neural network
architecture representing a promising alternative to the Multilayer Perceptron
(MLP), demonstrating improved expressiveness and interpretability. However,
KANs suffer from slow training and inference speeds relative to MLPs due in
part to the recursive nature of the underlying B-spline calculations. This
issue is particularly apparent with respect to KANs utilizing high-degree
B-splines, as the number of required non-parallelizable recursions is
proportional to B-spline degree. We solve this issue by proposing MatrixKAN, a
novel optimization that parallelizes B-spline calculations with matrix
representation and operations, thus significantly improving effective
computation time for models utilizing high-degree B-splines. In this paper, we
demonstrate the superior scaling of MatrixKAN's computation time relative to
B-spline degree. Further, our experiments demonstrate speedups of approximately
40x relative to KAN, with significant additional speedup potential for larger
datasets or higher spline degrees.","Cale Coffman, Lizhong Chen",2025-02-11 01:59:46.000000,arXiv,http://arxiv.org/abs/2502.07176v1,Machine Learning
944,Foreign-Object Detection in High-Voltage Transmission Line Based on Improved YOLOv8m,"The safe operation of high-voltage transmission lines ensures the power
grid's security. Various foreign objects attached to the transmission lines,
such as balloons, kites and nesting birds, can significantly affect the safe
and stable operation of high-voltage transmission lines. With the advancement
of computer vision technology, periodic automatic inspection of foreign objects
is efficient and necessary. Existing detection methods have low accuracy
because foreign objects at-tached to the transmission lines are complex,
including occlusions, diverse object types, significant scale variations, and
complex backgrounds. In response to the practical needs of the Yunnan Branch of
China Southern Power Grid Co., Ltd., this paper proposes an improved
YOLOv8m-based model for detecting foreign objects on transmission lines.
Experiments are conducted on a dataset collected from Yunnan Power Grid. The
proposed model enhances the original YOLOv8m by in-corporating a Global
Attention Module (GAM) into the backbone to focus on occluded foreign objects,
replacing the SPPF module with the SPPCSPC module to augment the model's
multiscale feature extraction capability, and introducing the Focal-EIoU loss
function to address the issue of high- and low-quality sample imbalances. These
improvements accelerate model convergence and enhance detection accuracy. The
experimental results demonstrate that our proposed model achieves a 2.7%
increase in mAP_0.5, a 4% increase in mAP_0.5:0.95, and a 6% increase in
recall.","Zhenyue Wang, Guowu Yuan, Hao Zhou, Yi Ma, Yutang Ma",2025-02-11 01:58:32.000000,arXiv,http://arxiv.org/abs/2502.07175v1,Computer Vision
945,Advancing Precision Oncology Through Modeling of Longitudinal and Multimodal Data,"Cancer evolves continuously over time through a complex interplay of genetic,
epigenetic, microenvironmental, and phenotypic changes. This dynamic behavior
drives uncontrolled cell growth, metastasis, immune evasion, and therapy
resistance, posing challenges for effective monitoring and treatment. However,
today's data-driven research in oncology has primarily focused on
cross-sectional analysis using data from a single modality, limiting the
ability to fully characterize and interpret the disease's dynamic
heterogeneity. Advances in multiscale data collection and computational methods
now enable the discovery of longitudinal multimodal biomarkers for precision
oncology. Longitudinal data reveal patterns of disease progression and
treatment response that are not evident from single-timepoint data, enabling
timely abnormality detection and dynamic treatment adaptation. Multimodal data
integration offers complementary information from diverse sources for more
precise risk assessment and targeting of cancer therapy. In this review, we
survey methods of longitudinal and multimodal modeling, highlighting their
synergy in providing multifaceted insights for personalized care tailored to
the unique characteristics of a patient's cancer. We summarize the current
challenges and future directions of longitudinal multimodal analysis in
advancing precision oncology.","Luoting Zhuang, Stephen H. Park, Steven J. Skates, Ashley E. Prosper, Denise R. Aberle, William Hsu",2025-02-11 01:44:51.000000,arXiv,http://arxiv.org/abs/2502.07836v1,Other
946,SemiHMER: Semi-supervised Handwritten Mathematical Expression Recognition using pseudo-labels,"In recent years, deep learning with Convolutional Neural Networks (CNNs) has
achieved remarkable results in the field of HMER (Handwritten Mathematical
Expression Recognition). However, it remains challenging to improve performance
with limited labeled training data. This paper presents, for the first time, a
simple yet effective semi-supervised HMER framework by introducing dual-branch
semi-supervised learning. Specifically, we simplify the conventional deep
co-training from consistency regularization to cross-supervised learning, where
the prediction of one branch is used as a pseudo-label to supervise the other
branch directly end-to-end. Considering that the learning of the two branches
tends to converge in the later stages of model optimization, we also
incorporate a weak-to-strong strategy by applying different levels of
augmentation to each branch, which behaves like expanding the training data and
improving the quality of network training. Meanwhile, We propose a novel
module, Global Dynamic Counting Module(GDCM), to enhance the performance of the
HMER decoder, which alleviates recognition inaccuracies in long-distance
formula recognition and the occurrence of repeated characters. We release our
code at https://github.com/chenkehua/SemiHMER.","Kehua Chen, Haoyang Shen",2025-02-11 01:39:11.000000,arXiv,http://arxiv.org/abs/2502.07172v1,Computer Vision
947,Enhancing Robustness Of Digital Shadow For CO2 Storage Monitoring With Augmented Rock Physics Modeling,"To meet climate targets, the IPCC underscores the necessity of technologies
capable of removing gigatonnes of CO2 annually, with Geological Carbon Storage
(GCS) playing a central role. GCS involves capturing CO2 and injecting it into
deep geological formations for long-term storage, requiring precise monitoring
to ensure containment and prevent leakage. Time-lapse seismic imaging is
essential for tracking CO2 migration but often struggles to capture the
complexities of multi-phase subsurface flow. Digital Shadows (DS), leveraging
machine learning-driven data assimilation techniques such as nonlinear Bayesian
filtering and generative AI, provide a more detailed, uncertainty-aware
monitoring approach. By incorporating uncertainties in reservoir properties, DS
frameworks improve CO2 migration forecasts, reducing risks in GCS operations.
However, data assimilation depends on assumptions regarding reservoir
properties, rock physics models, and initial conditions, which, if inaccurate,
can compromise prediction reliability. This study demonstrates that augmenting
forecast ensembles with diverse rock physics models mitigates the impact of
incorrect assumptions and improves predictive accuracy, particularly in
differentiating uniform versus patchy saturation models.","Abhinav Prakash Gahlot, Felix J. Herrmann",2025-02-11 01:33:35.000000,arXiv,http://arxiv.org/abs/2502.07171v1,Other
948,Advancing Geological Carbon Storage Monitoring With 3d Digital Shadow Technology,"Geological Carbon Storage (GCS) is a key technology for achieving global
climate goals by capturing and storing CO2 in deep geological formations. Its
effectiveness and safety rely on accurate monitoring of subsurface CO2
migration using advanced time-lapse seismic imaging. A Digital Shadow framework
integrates field data, including seismic and borehole measurements, to track
CO2 saturation over time. Machine learning-assisted data assimilation
techniques, such as generative AI and nonlinear ensemble Bayesian filtering,
update a digital model of the CO2 plume while incorporating uncertainties in
reservoir properties. Compared to 2D approaches, 3D monitoring enhances the
spatial accuracy of GCS assessments, capturing the full extent of CO2
migration. This study extends the uncertainty-aware 2D Digital Shadow framework
by incorporating 3D seismic imaging and reservoir modeling, improving
decision-making and risk mitigation in CO2 storage projects.","Abhinav Prakash Gahlot, Rafael Orozco, Felix J. Herrmann",2025-02-11 01:25:57.000000,arXiv,http://arxiv.org/abs/2502.07169v1,Other
949,Bayesian Optimization for Building Social-Influence-Free Consensus,"We introduce Social Bayesian Optimization (SBO), a vote-efficient algorithm
for consensus-building in collective decision-making. In contrast to
single-agent scenarios, collective decision-making encompasses group dynamics
that may distort agents' preference feedback, thereby impeding their capacity
to achieve a social-influence-free consensus -- the most preferable decision
based on the aggregated agent utilities. We demonstrate that under mild
rationality axioms, reaching social-influence-free consensus using noisy
feedback alone is impossible. To address this, SBO employs a dual voting
system: cheap but noisy public votes (e.g., show of hands in a meeting), and
more accurate, though expensive, private votes (e.g., one-to-one interview). We
model social influence using an unknown social graph and leverage the dual
voting system to efficiently learn this graph. Our theoretical findigns show
that social graph estimation converges faster than the black-box estimation of
agents' utilities, allowing us to reduce reliance on costly private votes early
in the process. This enables efficient consensus-building primarily through
noisy public votes, which are debiased based on the estimated social graph to
infer social-influence-free feedback. We validate the efficacy of SBO across
multiple real-world applications, including thermal comfort, team building,
travel negotiation, and energy trading collaboration.","Masaki Adachi, Siu Lun Chau, Wenjie Xu, Anurag Singh, Michael A. Osborne, Krikamol Muandet",2025-02-11 01:20:32.000000,arXiv,http://arxiv.org/abs/2502.07166v1,Multi-Agent Systems
950,Bridging LLM-Generated Code and Requirements: Reverse Generation technique and SBC Metric for Developer Insights,"The rise of Large Language Models (LLMs) in software engineering,
particularly in code generation, has garnered significant attention. However,
assessing the quality of AI-generated code remains a challenge due to the
inherent complexity of programming tasks and the lack of robust evaluation
metrics that align well with human judgment. Traditional token-based metrics
such as BLEU and ROUGE, while commonly used in natural language processing,
exhibit weak correlations with human assessments in code intelligence and
verification tasks. Furthermore, these metrics are primarily research focused
and are not designed for seamless integration into the software development
lifecycle, limiting their practical utility for developers seeking to improve
code quality and security.
  AI-assisted coding has been shown to be more beneficial for senior
developers, as they possess the expertise to critically evaluate the generated
code for correctness, completeness, and compliance. In contrast, junior
developers may struggle to identify hallucinations, missing functionality, or
incorrect logic in AI-generated code. To bridge this gap, This paper introduces
a novel scoring mechanism called the SBC score, which is based on a reverse
generation technique that leverages the natural language generation
capabilities of LLMs. Unlike direct code analysis, our approach reconstructs
system requirements from AI-generated code and compares them with the original
specifications to quantify accuracy. The SBC score combines semantic
similarity, BLEU, and completeness analysis, providing actionable insights to
developers by highlighting missing features and hallucinations. Our code and
datasets are available on GitHub",Ahilan Ayyachamy Nadar Ponnusamy,2025-02-11 01:12:11.000000,arXiv,http://arxiv.org/abs/2502.07835v1,Other
951,"Don't Just Demo, Teach Me the Principles: A Principle-Based Multi-Agent Prompting Strategy for Text Classification","We present PRINCIPLE-BASED PROMPTING, a simple but effective multi-agent
prompting strategy for text classification. It first asks multiple LLM agents
to independently generate candidate principles based on analysis of
demonstration samples with or without labels, consolidates them into final
principles via a finalizer agent, and then sends them to a classifier agent to
perform downstream classification tasks. Extensive experiments on binary and
multi-class classification datasets with different sizes of LLMs show that our
approach not only achieves substantial performance gains (1.55% - 19.37%) over
zero-shot prompting on macro-F1 score but also outperforms other strong
baselines (CoT and stepback prompting). Principles generated by our approach
help LLMs perform better on classification tasks than human crafted principles
on two private datasets. Our multi-agent PRINCIPLE-BASED PROMPTING approach
also shows on-par or better performance compared to demonstration-based
few-shot prompting approaches, yet with substantially lower inference costs.
Ablation studies show that label information and the multi-agent cooperative
LLM framework play an important role in generating high-quality principles to
facilitate downstream classification tasks.","Peipei Wei, Dimitris Dimitriadis, Yan Xu, Mingwei Shen",2025-02-11 01:10:13.000000,arXiv,http://arxiv.org/abs/2502.07165v1,Natural Language Processing
952,Does Training on Synthetic Data Make Models Less Robust?,"An increasingly common practice is to train large language models (LLMs)
using synthetic data. Often this synthetic data is produced by the same or
similar LLMs as those it is being used to train. This raises the question of
whether the synthetic data might in fact exacerbate certain ""blindspots"" by
reinforcing heuristics that the LLM already encodes. In this paper, we conduct
simulated experiments on the natural language inference (NLI) task with
Llama-2-7B-hf models. We use MultiNLI as the general task and HANS, a targeted
evaluation set designed to measure the presence of specific heuristic
strategies for NLI, as our ""blindspot"" task. Our goal is to determine whether
performance disparities between the general and blind spot tasks emerge. Our
results indicate that synthetic data does not reinforce blindspots in the way
we expected. Specifically, we see that, while fine-tuning with synthetic data
doesn't necessarily reduce the use of the heuristic, it also does not make it
worse as we hypothesized.","Lingze Zhang, Ellie Pavlick",2025-02-11 01:03:33.000000,arXiv,http://arxiv.org/abs/2502.07164v1,Natural Language Processing
953,A Survey on Mamba Architecture for Vision Applications,"Transformers have become foundational for visual tasks such as object
detection, semantic segmentation, and video understanding, but their quadratic
complexity in attention mechanisms presents scalability challenges. To address
these limitations, the Mamba architecture utilizes state-space models (SSMs)
for linear scalability, efficient processing, and improved contextual
awareness. This paper investigates Mamba architecture for visual domain
applications and its recent advancements, including Vision Mamba (ViM) and
VideoMamba, which introduce bidirectional scanning, selective scanning
mechanisms, and spatiotemporal processing to enhance image and video
understanding. Architectural innovations like position embeddings, cross-scan
modules, and hierarchical designs further optimize the Mamba framework for
global and local feature extraction. These advancements position Mamba as a
promising architecture in computer vision research and applications.","Fady Ibrahim, Guangjun Liu, Guanghui Wang",2025-02-11 00:59:30.000000,arXiv,http://arxiv.org/abs/2502.07161v1,Computer Vision
954,HDCompression: Hybrid-Diffusion Image Compression for Ultra-Low Bitrates,"Image compression under ultra-low bitrates remains challenging for both
conventional learned image compression (LIC) and generative vector-quantized
(VQ) modeling. Conventional LIC suffers from severe artifacts due to heavy
quantization, while generative VQ modeling gives poor fidelity due to the
mismatch between learned generative priors and specific inputs. In this work,
we propose Hybrid-Diffusion Image Compression (HDCompression), a dual-stream
framework that utilizes both generative VQ-modeling and diffusion models, as
well as conventional LIC, to achieve both high fidelity and high perceptual
quality. Different from previous hybrid methods that directly use pre-trained
LIC models to generate low-quality fidelity-preserving information from heavily
quantized latent, we use diffusion models to extract high-quality complimentary
fidelity information from the ground-truth input, which can enhance the system
performance in several aspects: improving indices map prediction, enhancing the
fidelity-preserving output of the LIC stream, and refining conditioned image
reconstruction with VQ-latent correction. In addition, our diffusion model is
based on a dense representative vector (DRV), which is lightweight with very
simple sampling schedulers. Extensive experiments demonstrate that our
HDCompression outperforms the previous conventional LIC, generative
VQ-modeling, and hybrid frameworks in both quantitative metrics and qualitative
visualization, providing balanced robust compression performance at ultra-low
bitrates.","Lei Lu, Yize Li, Yanzhi Wang, Wei Wang, Wei Jiang",2025-02-11 00:56:44.000000,arXiv,http://arxiv.org/abs/2502.07160v1,Computer Vision
955,Early Risk Prediction of Pediatric Cardiac Arrest from Electronic Health Records via Multimodal Fused Transformer,"Early prediction of pediatric cardiac arrest (CA) is critical for timely
intervention in high-risk intensive care settings. We introduce PedCA-FT, a
novel transformer-based framework that fuses tabular view of EHR with the
derived textual view of EHR to fully unleash the interactions of
high-dimensional risk factors and their dynamics. By employing dedicated
transformer modules for each modality view, PedCA-FT captures complex temporal
and contextual patterns to produce robust CA risk estimates. Evaluated on a
curated pediatric cohort from the CHOA-CICU database, our approach outperforms
ten other artificial intelligence models across five key performance metrics
and identifies clinically meaningful risk factors. These findings underscore
the potential of multimodal fusion techniques to enhance early CA detection and
improve patient care.","Jiaying Lu, Stephanie R. Brown, Songyuan Liu, Shifan Zhao, Kejun Dong, Del Bold, Michael Fundora, Alaa Aljiffry, Alex Fedorov, Jocelyn Grunwell, Xiao Hu",2025-02-11 00:53:36.000000,arXiv,http://arxiv.org/abs/2502.07158v1,Machine Learning
956,MEMHD: Memory-Efficient Multi-Centroid Hyperdimensional Computing for Fully-Utilized In-Memory Computing Architectures,"The implementation of Hyperdimensional Computing (HDC) on In-Memory Computing
(IMC) architectures faces significant challenges due to the mismatch between
highdimensional vectors and IMC array sizes, leading to inefficient memory
utilization and increased computation cycles. This paper presents MEMHD, a
Memory-Efficient Multi-centroid HDC framework designed to address these
challenges. MEMHD introduces a clustering-based initialization method and
quantization aware iterative learning for multi-centroid associative memory.
Through these approaches and its overall architecture, MEMHD achieves a
significant reduction in memory requirements while maintaining or improving
classification accuracy. Our approach achieves full utilization of IMC arrays
and enables one-shot (or few-shot) associative search. Experimental results
demonstrate that MEMHD outperforms state-of-the-art binary HDC models,
achieving up to 13.69% higher accuracy with the same memory usage, or 13.25x
more memory efficiency at the same accuracy level. Moreover, MEMHD reduces
computation cycles by up to 80x and array usage by up to 71x compared to
baseline IMC mapping methods when mapped to 128x128 IMC arrays, while
significantly improving energy and computation cycle efficiency.","Do Yeong Kang, Yeong Hwan Oh, Chanwook Hwang, Jinhee Kim, Kang Eun Jeon, Jong Hwan Ko",2025-02-11 00:53:15.000000,arXiv,http://arxiv.org/abs/2502.07834v1,Other
957,Explaining 3D Computed Tomography Classifiers with Counterfactuals,"Counterfactual explanations in medical imaging are critical for understanding
the predictions made by deep learning models. We extend the Latent Shift
counterfactual generation method from 2D applications to 3D computed tomography
(CT) scans. We address the challenges associated with 3D data, such as limited
training samples and high memory demands, by implementing a slice-based
approach. This method leverages a 2D encoder trained on CT slices, which are
subsequently combined to maintain 3D context. We demonstrate this technique on
two models for clinical phenotype prediction and lung segmentation. Our
approach is both memory-efficient and effective for generating interpretable
counterfactuals in high-resolution 3D medical imaging.","Joseph Paul Cohen, Louis Blankemeier, Akshay Chaudhari",2025-02-11 00:44:20.000000,arXiv,http://arxiv.org/abs/2502.07156v1,Computer Vision
958,Rethinking Fine-Tuning when Scaling Test-Time Compute: Limiting Confidence Improves Mathematical Reasoning,"Recent progress in large language models (LLMs) highlights the power of
scaling test-time compute to achieve strong performance on complex tasks, such
as mathematical reasoning and code generation. This raises a critical question:
how should model training be modified to optimize performance under a
subsequent test-time compute strategy and budget? To explore this, we focus on
pass@N, a simple test-time strategy that searches for a correct answer in $N$
independent samples. We show, surprisingly, that training with cross-entropy
(CE) loss can be ${\it misaligned}$ with pass@N in that pass@N accuracy ${\it
decreases}$ with longer training. We explain the origins of this misalignment
in terms of model overconfidence induced by CE, and experimentally verify our
prediction of overconfidence as an impediment to scaling test-time compute via
pass@N. Furthermore we suggest a principled, modified training loss that is
better aligned to pass@N by limiting model confidence and rescuing pass@N test
performance. Our algorithm demonstrates improved mathematical reasoning on MATH
and MiniF2F benchmarks under several scenarios: (1) providing answers to math
questions; and (2) proving theorems by searching over proof trees of varying
shapes. Overall our work underscores the importance of co-designing two
traditionally separate phases of LLM development: training-time protocols and
test-time search and reasoning strategies.","Feng Chen, Allan Raventos, Nan Cheng, Surya Ganguli, Shaul Druckmann",2025-02-11 00:33:31.000000,arXiv,http://arxiv.org/abs/2502.07154v1,Machine Learning
959,Feature Importance Depends on Properties of the Data: Towards Choosing the Correct Explanations for Your Data and Decision Trees based Models,"In order to ensure the reliability of the explanations of machine learning
models, it is crucial to establish their advantages and limits and in which
case each of these methods outperform. However, the current understanding of
when and how each method of explanation can be used is insufficient. To fill
this gap, we perform a comprehensive empirical evaluation by synthesizing
multiple datasets with the desired properties. Our main objective is to assess
the quality of feature importance estimates provided by local explanation
methods, which are used to explain predictions made by decision tree-based
models. By analyzing the results obtained from synthetic datasets as well as
publicly available binary classification datasets, we observe notable
disparities in the magnitude and sign of the feature importance estimates
generated by these methods. Moreover, we find that these estimates are
sensitive to specific properties present in the data. Although some model
hyper-parameters do not significantly influence feature importance assignment,
it is important to recognize that each method of explanation has limitations in
specific contexts. Our assessment highlights these limitations and provides
valuable insight into the suitability and reliability of different explanatory
methods in various scenarios.","Célia Wafa Ayad, Thomas Bonnier, Benjamin Bosch, Sonali Parbhoo, Jesse Read",2025-02-11 00:29:55.000000,arXiv,http://arxiv.org/abs/2502.07153v1,Machine Learning
960,Conditional Distribution Quantization in Machine Learning,"Conditional expectation \mathbb{E}(Y \mid X) often fails to capture the
complexity of multimodal conditional distributions \mathcal{L}(Y \mid X). To
address this, we propose using n-point conditional quantizations--functional
mappings of X that are learnable via gradient descent--to approximate
\mathcal{L}(Y \mid X). This approach adapts Competitive Learning Vector
Quantization (CLVQ), tailored for conditional distributions. It goes beyond
single-valued predictions by providing multiple representative points that
better reflect multimodal structures. It enables the approximation of the true
conditional law in the Wasserstein distance. The resulting framework is
theoretically grounded and useful for uncertainty quantification and multimodal
data generation tasks. For example, in computer vision inpainting tasks,
multiple plausible reconstructions may exist for the same partially observed
input image X. We demonstrate the effectiveness of our approach through
experiments on synthetic and real-world datasets.","Blaise Delattre, Sylvain Delattre, Alexandre Vérine, Alexandre Allauzen",2025-02-11 00:28:24.000000,arXiv,http://arxiv.org/abs/2502.07151v1,Machine Learning
961,SHARP: Accelerating Language Model Inference by SHaring Adjacent layers with Recovery Parameters,"While Large language models (LLMs) have advanced natural language processing
tasks, their growing computational and memory demands make deployment on
resource-constrained devices like mobile phones increasingly challenging. In
this paper, we propose SHARP (SHaring Adjacent Layers with Recovery
Parameters), a novel approach to accelerate LLM inference by sharing parameters
across adjacent layers, thus reducing memory load overhead, while introducing
low-rank recovery parameters to maintain performance. Inspired by observations
that consecutive layers have similar outputs, SHARP employs a two-stage
recovery process: Single Layer Warmup (SLW), and Supervised Fine-Tuning (SFT).
The SLW stage aligns the outputs of the shared layers using L_2 loss, providing
a good initialization for the following SFT stage to further restore the model
performance. Extensive experiments demonstrate that SHARP can recover the
model's perplexity on various in-distribution tasks using no more than 50k
fine-tuning data while reducing the number of stored MLP parameters by 38% to
65%. We also conduct several ablation studies of SHARP and show that replacing
layers towards the later parts of the model yields better performance
retention, and that different recovery parameterizations perform similarly when
parameter counts are matched. Furthermore, SHARP saves 42.8% in model storage
and reduces the total inference time by 42.2% compared to the original
Llama2-7b model on mobile devices. Our results highlight SHARP as an efficient
solution for reducing inference costs in deploying LLMs without the need for
pretraining-scale resources.","Yiping Wang, Hanxian Huang, Yifang Chen, Jishen Zhao, Simon Shaolei Du, Yuandong Tian",2025-02-11 00:21:40.000000,arXiv,http://arxiv.org/abs/2502.07832v1,Machine Learning
962,Mesh2SSM++: A Probabilistic Framework for Unsupervised Learning of Statistical Shape Model of Anatomies from Surface Meshes,"Anatomy evaluation is crucial for understanding the physiological state,
diagnosing abnormalities, and guiding medical interventions. Statistical shape
modeling (SSM) is vital in this process. By enabling the extraction of
quantitative morphological shape descriptors from MRI and CT scans, SSM
provides comprehensive descriptions of anatomical variations within a
population. However, the effectiveness of SSM in anatomy evaluation hinges on
the quality and robustness of the shape models. While deep learning techniques
show promise in addressing these challenges by learning complex nonlinear
representations of shapes, existing models still have limitations and often
require pre-established shape models for training. To overcome these issues, we
propose Mesh2SSM++, a novel approach that learns to estimate correspondences
from meshes in an unsupervised manner. This method leverages unsupervised,
permutation-invariant representation learning to estimate how to deform a
template point cloud into subject-specific meshes, forming a
correspondence-based shape model. Additionally, our probabilistic formulation
allows learning a population-specific template, reducing potential biases
associated with template selection. A key feature of Mesh2SSM++ is its ability
to quantify aleatoric uncertainty, which captures inherent data variability and
is essential for ensuring reliable model predictions and robust decision-making
in clinical tasks, especially under challenging imaging conditions. Through
extensive validation across diverse anatomies, evaluation metrics, and
downstream tasks, we demonstrate that Mesh2SSM++ outperforms existing methods.
Its ability to operate directly on meshes, combined with computational
efficiency and interpretability through its probabilistic framework, makes it
an attractive alternative to traditional and deep learning-based SSM
approaches.","Krithika Iyer, Mokshagna Sai Teja Karanam, Shireen Elhabian",2025-02-11 00:19:23.000000,arXiv,http://arxiv.org/abs/2502.07145v1,Computer Vision
963,Ask Patients with Patience: Enabling LLMs for Human-Centric Medical Dialogue with Grounded Reasoning,"Accurate and efficient diagnosis in online medical consultations remains a
challenge for current large language models. These models often rely on
single-turn interactions and lack the ability to refine their predictions
through follow-up questions. Additionally, their responses frequently contain
complex medical terminology, making them less accessible to non-medical users
and creating barriers to effective communication. In this paper, we introduce
Ask Patients with Patience (APP), the first multi-turn dialogue that enables
LLMs to iteratively refine diagnoses based on grounded reasoning. By
integrating medical guidelines and entropy minimization, APP improves both
diagnostic accuracy and efficiency. Furthermore, it features human-centric
communication that bridges the gap between user comprehension and medical
terminology, significantly enhancing user accessibility and engagement. We
evaluated APP using a subset of the ReMeDi dataset, comparing it with
single-turn and traditional multi-turn LLM baselines. APP achieved higher
similarity scores in diagnosis predictions, demonstrating better alignment with
ground truth diagnoses. Entropy analysis showed that APP reduces diagnostic
uncertainty more rapidly across iterations, increasing confidence in its
predictions. APP also excels in user accessibility and empathy, further
bridging the gap between complex medical language and user understanding. Code
will be released at: https://github.com/SuperMedIntel/AskPatients.","Jiayuan Zhu, Junde Wu",2025-02-11 00:13:52.000000,arXiv,http://arxiv.org/abs/2502.07143v1,Natural Language Processing
