title,abstract,url,domain_task,keywords
Microcanonical Langevin Ensembles: Advancing the Sampling of Bayesian Neural Networks,"Despite recent advances, sampling-based inference for Bayesian Neural
Networks (BNNs) remains a significant challenge in probabilistic deep learning.
While sampling-based approaches do not require a variational distribution
assumption, current state-of-the-art samplers still struggle to navigate the
complex and highly multimodal posteriors of BNNs. As a consequence, sampling
still requires considerably longer inference times than non-Bayesian methods
even for small neural networks, despite recent advances in making software
implementations more efficient. Besides the difficulty of finding
high-probability regions, the time until samplers provide sufficient
exploration of these areas remains unpredictable. To tackle these challenges,
we introduce an ensembling approach that leverages strategies from optimization
and a recently proposed sampler called Microcanonical Langevin Monte Carlo
(MCLMC) for efficient, robust and predictable sampling performance. Compared to
approaches based on the state-of-the-art No-U-Turn Sampler, our approach
delivers substantial speedups up to an order of magnitude, while maintaining or
improving predictive performance and uncertainty quantification across diverse
tasks and data modalities. The suggested Microcanonical Langevin Ensembles and
modifications to MCLMC additionally enhance the method's predictability in
resource requirements, facilitating easier parallelization. All in all, the
proposed method offers a promising direction for practical, scalable inference
for BNNs.",http://arxiv.org/abs/2502.06335v1,Recommendation System,"sampling, based, inference, bnns, despite"
Conformal Prediction Regions are Imprecise Highest Density Regions,"Recently, Cella and Martin proved how, under an assumption called consonance,
a credal set (i.e. a closed and convex set of probabilities) can be derived
from the conformal transducer associated with transductive conformal
prediction. We show that the Imprecise Highest Density Region (IHDR) associated
with such a credal set corresponds to the classical Conformal Prediction
Region. In proving this result, we relate the set of probability density/mass
functions (pdf/pmf's) associated with the elements of the credal set to the
imprecise probabilistic concept of a cloud. As a result, we establish new
relationships between Conformal Prediction and Imprecise Probability (IP)
theories. A byproduct of our presentation is the discovery that consonant
plausibility functions are monoid homomorphisms, a new algebraic property of an
IP tool.",http://arxiv.org/abs/2502.06331v1,Recommendation System,"set, conformal, credal, associated, prediction"
Prompt-Driven Continual Graph Learning,"Continual Graph Learning (CGL), which aims to accommodate new tasks over
evolving graph data without forgetting prior knowledge, is garnering
significant research interest. Mainstream solutions adopt the memory
replay-based idea, ie, caching representative data from earlier tasks for
retraining the graph model. However, this strategy struggles with scalability
issues for constantly evolving graphs and raises concerns regarding data
privacy. Inspired by recent advancements in the prompt-based learning paradigm,
this paper introduces a novel prompt-driven continual graph learning
(PROMPTCGL) framework, which learns a separate prompt for each incoming task
and maintains the underlying graph neural network model fixed. In this way,
PROMPTCGL naturally avoids catastrophic forgetting of knowledge from previous
tasks. More specifically, we propose hierarchical prompting to instruct the
model from both feature- and topology-level to fully address the variability of
task graphs in dynamic continual learning. Additionally, we develop a
personalized prompt generator to generate tailored prompts for each graph node
while minimizing the number of prompts needed, leading to constant memory
consumption regardless of the graph scale. Extensive experiments on four
benchmarks show that PROMPTCGL achieves superior performance against existing
CGL approaches while significantly reducing memory consumption. Our code is
available at https://github.com/QiWang98/PromptCGL.",http://arxiv.org/abs/2502.06327v1,Recommendation System,"graph, learning, prompt, continual, tasks"
UniDemoiré: Towards Universal Image Demoiréing with Data Generation and Synthesis,"Image demoir\'eing poses one of the most formidable challenges in image
restoration, primarily due to the unpredictable and anisotropic nature of
moir\'e patterns. Limited by the quantity and diversity of training data,
current methods tend to overfit to a single moir\'e domain, resulting in
performance degradation for new domains and restricting their robustness in
real-world applications. In this paper, we propose a universal image
demoir\'eing solution, UniDemoir\'e, which has superior generalization
capability. Notably, we propose innovative and effective data generation and
synthesis methods that can automatically provide vast high-quality moir\'e
images to train a universal demoir\'eing model. Our extensive experiments
demonstrate the cutting-edge performance and broad potential of our approach
for generalized image demoir\'eing.",http://arxiv.org/abs/2502.06324v1,Recommendation System,"image, data, methods, performance, propose"
A physics-based data-driven model for CO$_2$ gas diffusion electrodes to drive automated laboratories,"The electrochemical reduction of atmospheric CO$_2$ into high-energy
molecules with renewable energy is a promising avenue for energy storage that
can take advantage of existing infrastructure especially in areas where
sustainable alternatives to fossil fuels do not exist. Automated laboratories
are currently being developed and used to optimize the composition and
operating conditions of gas diffusion electrodes (GDEs), the device in which
this reaction takes place. Improving the efficiency of GDEs is crucial for this
technology to become viable. Here we present a modeling framework to
efficiently explore the high-dimensional parameter space of GDE designs in an
active learning context. At the core of the framework is an uncertainty-aware
physics model calibrated with experimental data. The model has the flexibility
to capture various input parameter spaces and any carbon products which can be
modeled with Tafel kinetics. It is interpretable, and a Gaussian process layer
can capture deviations of real data from the function space of the physical
model itself. We deploy the model in a simulated active learning setup with
real electrochemical data gathered by the AdaCarbon automated laboratory and
show that it can be used to efficiently traverse the multi-dimensional
parameter space.",http://arxiv.org/abs/2502.06323v1,Recommendation System,"model, energy, parameter, space, data"
From Pixels to Components: Eigenvector Masking for Visual Representation Learning,"Predicting masked from visible parts of an image is a powerful
self-supervised approach for visual representation learning. However, the
common practice of masking random patches of pixels exhibits certain failure
modes, which can prevent learning meaningful high-level features, as required
for downstream tasks. We propose an alternative masking strategy that operates
on a suitable transformation of the data rather than on the raw pixels.
Specifically, we perform principal component analysis and then randomly mask a
subset of components, which accounts for a fixed ratio of the data variance.
The learning task then amounts to reconstructing the masked components from the
visible ones. Compared to local patches of pixels, the principal components of
images carry more global information. We thus posit that predicting masked from
visible components involves more high-level features, allowing our masking
strategy to extract more useful representations. This is corroborated by our
empirical findings which demonstrate improved image classification performance
for component over pixel masking. Our method thus constitutes a simple and
robust data-driven alternative to traditional masked image modeling approaches.",http://arxiv.org/abs/2502.06314v2,Recommendation System,"masked, masking, components, visible, image"
Analog In-memory Training on General Non-ideal Resistive Elements: The Impact of Response Functions,"As the economic and environmental costs of training and deploying large
vision or language models increase dramatically, analog in-memory computing
(AIMC) emerges as a promising energy-efficient solution. However, the training
perspective, especially its training dynamic, is underexplored. In AIMC
hardware, the trainable weights are represented by the conductance of resistive
elements and updated using consecutive electrical pulses. Among all the
physical properties of resistive elements, the response to the pulses directly
affects the training dynamics. This paper first provides a theoretical
foundation for gradient-based training on AIMC hardware and studies the impact
of response functions. We demonstrate that noisy update and asymmetric response
functions negatively impact Analog SGD by imposing an implicit penalty term on
the objective. To overcome the issue, Tiki-Taka, a residual learning algorithm,
converges exactly to a critical point by optimizing a main array and a residual
array bilevelly. The conclusion is supported by simulations validating our
theoretical insights.",http://arxiv.org/abs/2502.06309v1,Recommendation System,"training, aimc, response, analog, hardware"
Cell Nuclei Detection and Classification in Whole Slide Images with Transformers,"Accurate and efficient cell nuclei detection and classification in
histopathological Whole Slide Images (WSIs) are pivotal for digital pathology
applications. Traditional cell segmentation approaches, while commonly used,
are computationally expensive and require extensive post-processing, limiting
their practicality for high-throughput clinical settings. In this paper, we
propose a paradigm shift from segmentation to detection for extracting cell
information from WSIs, introducing CellNuc-DETR as a more effective solution.
We evaluate the accuracy performance of CellNuc-DETR on the PanNuke dataset and
conduct cross-dataset evaluations on CoNSeP and MoNuSeg to assess robustness
and generalization capabilities. Our results demonstrate state-of-the-art
performance in both cell nuclei detection and classification tasks.
Additionally, we assess the efficiency of CellNuc-DETR on large WSIs, showing
that it not only outperforms current methods in accuracy but also significantly
reduces inference times. Specifically, CellNuc-DETR is twice as fast as the
fastest segmentation-based method, HoVer-NeXt, while achieving substantially
higher accuracy. Moreover, it surpasses CellViT in accuracy and is
approximately ten times more efficient in inference speed on WSIs. These
results establish CellNuc-DETR as a superior approach for cell analysis in
digital pathology, combining high accuracy with computational efficiency.",http://arxiv.org/abs/2502.06307v1,Recommendation System,"cell, cellnuc, detr, accuracy, wsis"
UniZyme: A Unified Protein Cleavage Site Predictor Enhanced with Enzyme Active-Site Knowledge,"Enzyme-catalyzed protein cleavage is essential for many biological functions.
Accurate prediction of cleavage sites can facilitate various applications such
as drug development, enzyme design, and a deeper understanding of biological
mechanisms. However, most existing models are restricted to an individual
enzyme, which neglects shared knowledge of enzymes and fails generalize to
novel enzymes. Thus, we introduce a unified protein cleavage site predictor
named UniZyme, which can generalize across diverse enzymes. To enhance the
enzyme encoding for the protein cleavage site prediction, UniZyme employs a
novel biochemically-informed model architecture along with active-site
knowledge of proteolytic enzymes. Extensive experiments demonstrate that
UniZyme achieves high accuracy in predicting cleavage sites across a range of
proteolytic enzymes, including unseen enzymes. The code is available in
https://anonymous.4open.science/r/UniZyme-4A67.",http://arxiv.org/abs/2502.06914v2,Recommendation System,"enzymes, cleavage, enzyme, protein, site"
Utilizing Novelty-based Evolution Strategies to Train Transformers in Reinforcement Learning,"In this paper, we experiment with novelty-based variants of OpenAI-ES, the
NS-ES and NSR-ES algorithms, and evaluate their effectiveness in training
complex, transformer-based architectures designed for the problem of
reinforcement learning such as Decision Transformers. We also test if we can
accelerate the novelty-based training of these larger models by seeding the
training by a pretrained models. By this, we build on our previous work, where
we tested the ability of evolution strategies - specifically the aforementioned
OpenAI-ES - to train the Decision Transformer architecture. The results were
mixed. NS-ES showed progress, but it would clearly need many more iterations
for it to yield interesting results. NSR-ES, on the other hand, proved quite
capable of being straightforwardly used on larger models, since its performance
appears as similar between the feed-forward model and Decision Transformer, as
it was for the OpenAI-ES in our previous work.",http://arxiv.org/abs/2502.06301v1,Reinforcement Learning,"es, based, openai, training, transformer"
The impact of allocation strategies in subset learning on the expressive power of neural networks,"In traditional machine learning, models are defined by a set of parameters,
which are optimized to perform specific tasks. In neural networks, these
parameters correspond to the synaptic weights. However, in reality, it is often
infeasible to control or update all weights. This challenge is not limited to
artificial networks but extends to biological networks, such as the brain,
where the extent of distributed synaptic weight modification during learning
remains unclear. Motivated by these insights, we theoretically investigate how
different allocations of a fixed number of learnable weights influence the
capacity of neural networks. Using a teacher-student setup, we introduce a
benchmark to quantify the expressivity associated with each allocation. We
establish conditions under which allocations have maximal or minimal expressive
power in linear recurrent neural networks and linear multi-layer feedforward
networks. For suboptimal allocations, we propose heuristic principles to
estimate their expressivity. These principles extend to shallow ReLU networks
as well. Finally, we validate our theoretical findings with empirical
experiments. Our results emphasize the critical role of strategically
distributing learnable weights across the network, showing that a more
widespread allocation generally enhances the network's expressive power.",http://arxiv.org/abs/2502.06300v1,Recommendation System,"networks, weights, neural, allocations, learning"
SeaExam and SeaBench: Benchmarking LLMs with Local Multilingual Questions in Southeast Asia,"This study introduces two novel benchmarks, SeaExam and SeaBench, designed to
evaluate the capabilities of Large Language Models (LLMs) in Southeast Asian
(SEA) application scenarios. Unlike existing multilingual datasets primarily
derived from English translations, these benchmarks are constructed based on
real-world scenarios from SEA regions. SeaExam draws from regional educational
exams to form a comprehensive dataset that encompasses subjects such as local
history and literature. In contrast, SeaBench is crafted around multi-turn,
open-ended tasks that reflect daily interactions within SEA communities. Our
evaluations demonstrate that SeaExam and SeaBench more effectively discern LLM
performance on SEA language tasks compared to their translated benchmarks. This
highlights the importance of using real-world queries to assess the
multilingual capabilities of LLMs.",http://arxiv.org/abs/2502.06298v1,Recommendation System,"sea, benchmarks, seaexam, seabench, capabilities"
DVFS-Aware DNN Inference on GPUs: Latency Modeling and Performance Analysis,"The rapid development of deep neural networks (DNNs) is inherently
accompanied by the problem of high computational costs. To tackle this
challenge, dynamic voltage frequency scaling (DVFS) is emerging as a promising
technology for balancing the latency and energy consumption of DNN inference by
adjusting the computing frequency of processors. However, most existing models
of DNN inference time are based on the CPU-DVFS technique, and directly
applying the CPU-DVFS model to DNN inference on GPUs will lead to significant
errors in optimizing latency and energy consumption. In this paper, we propose
a DVFS-aware latency model to precisely characterize DNN inference time on
GPUs. We first formulate the DNN inference time based on extensive experiment
results for different devices and analyze the impact of fitting parameters.
Then by dividing DNNs into multiple blocks and obtaining the actual inference
time, the proposed model is further verified. Finally, we compare our proposed
model with the CPU-DVFS model in two specific cases. Evaluation results
demonstrate that local inference optimization with our proposed model achieves
a reduction of no less than 66% and 69% in inference time and energy
consumption respectively. In addition, cooperative inference with our proposed
model can improve the partition policy and reduce the energy consumption
compared to the CPU-DVFS model.",http://arxiv.org/abs/2502.06295v1,Recommendation System,"inference, model, dvfs, dnn, time"
Is an Ultra Large Natural Image-Based Foundation Model Superior to a Retina-Specific Model for Detecting Ocular and Systemic Diseases?,"The advent of foundation models (FMs) is transforming medical domain. In
ophthalmology, RETFound, a retina-specific FM pre-trained sequentially on 1.4
million natural images and 1.6 million retinal images, has demonstrated high
adaptability across clinical applications. Conversely, DINOv2, a
general-purpose vision FM pre-trained on 142 million natural images, has shown
promise in non-medical domains. However, its applicability to clinical tasks
remains underexplored. To address this, we conducted head-to-head evaluations
by fine-tuning RETFound and three DINOv2 models (large, base, small) for ocular
disease detection and systemic disease prediction tasks, across eight
standardized open-source ocular datasets, as well as the Moorfields AlzEye and
the UK Biobank datasets. DINOv2-large model outperformed RETFound in detecting
diabetic retinopathy (AUROC=0.850-0.952 vs 0.823-0.944, across three datasets,
all P<=0.007) and multi-class eye diseases (AUROC=0.892 vs. 0.846, P<0.001). In
glaucoma, DINOv2-base model outperformed RETFound (AUROC=0.958 vs 0.940,
P<0.001). Conversely, RETFound achieved superior performance over all DINOv2
models in predicting heart failure, myocardial infarction, and ischaemic stroke
(AUROC=0.732-0.796 vs 0.663-0.771, all P<0.001). These trends persisted even
with 10% of the fine-tuning data. These findings showcase the distinct
scenarios where general-purpose and domain-specific FMs excel, highlighting the
importance of aligning FM selection with task-specific requirements to optimise
clinical performance.",http://arxiv.org/abs/2502.06289v1,Recommendation System,"retfound, models, specific, fm, million"
Enhancing Ground-to-Aerial Image Matching for Visual Misinformation Detection Using Semantic Segmentation,"The recent advancements in generative AI techniques, which have significantly
increased the online dissemination of altered images and videos, have raised
serious concerns about the credibility of digital media available on the
Internet and distributed through information channels and social networks. This
issue particularly affects domains that rely heavily on trustworthy data, such
as journalism, forensic analysis, and Earth observation. To address these
concerns, the ability to geolocate a non-geo-tagged ground-view image without
external information, such as GPS coordinates, has become increasingly
critical. This study tackles the challenge of linking a ground-view image,
potentially exhibiting varying fields of view (FoV), to its corresponding
satellite image without the aid of GPS data. To achieve this, we propose a
novel four-stream Siamese-like architecture, the Quadruple Semantic Align Net
(SAN-QUAD), which extends previous state-of-the-art (SOTA) approaches by
leveraging semantic segmentation applied to both ground and satellite imagery.
Experimental results on a subset of the CVUSA dataset demonstrate significant
improvements of up to 9.8\% over prior methods across various FoV settings.",http://arxiv.org/abs/2502.06288v2,Recommendation System,"ground, view, image, concerns, information"
End-to-End Multi-Microphone Speaker Extraction Using Relative Transfer Functions,"This paper introduces a multi-microphone method for extracting a desired
speaker from a mixture involving multiple speakers and directional noise in a
reverberant environment. In this work, we propose leveraging the instantaneous
relative transfer function (RTF), estimated from a reference utterance recorded
in the same position as the desired source. The effectiveness of the RTF-based
spatial cue is compared with direction of arrival (DOA)-based spatial cue and
the conventional spectral embedding. Experimental results in challenging
acoustic scenarios demonstrate that using spatial cues yields better
performance than the spectral-based cue and that the instantaneous RTF
outperforms the DOA-based spatial cue.",http://arxiv.org/abs/2502.06285v1,Recommendation System,"spatial, cue, rtf, based, desired"
A Simple yet Effective DDG Predictor is An Unsupervised Antibody Optimizer and Explainer,"The proteins that exist today have been optimized over billions of years of
natural evolution, during which nature creates random mutations and selects
them. The discovery of functionally promising mutations is challenged by the
limited evolutionary accessible regions, i.e., only a small region on the
fitness landscape is beneficial. There have been numerous priors used to
constrain protein evolution to regions of landscapes with high-fitness
variants, among which the change in binding free energy (DDG) of protein
complexes upon mutations is one of the most commonly used priors. However, the
huge mutation space poses two challenges: (1) how to improve the efficiency of
DDG prediction for fast mutation screening; and (2) how to explain mutation
preferences and efficiently explore accessible evolutionary regions. To address
these challenges, we propose a lightweight DDG predictor (Light-DDG), which
adopts a structure-aware Transformer as the backbone and enhances it by
knowledge distilled from existing powerful but computationally heavy DDG
predictors. Additionally, we augmented, annotated, and released a large-scale
dataset containing millions of mutation data for pre-training Light-DDG. We
find that such a simple yet effective Light-DDG can serve as a good
unsupervised antibody optimizer and explainer. For the target antibody, we
propose a novel Mutation Explainer to learn mutation preferences, which
accounts for the marginal benefit of each mutation per residue. To further
explore accessible evolutionary regions, we conduct preference-guided antibody
optimization and evaluate antibody candidates quickly using Light-DDG to
identify desirable mutations.",http://arxiv.org/abs/2502.06913v1,Reinforcement Learning,"ddg, mutation, mutations, regions, light"
On the Expressiveness of Rational ReLU Neural Networks With Bounded Depth,"To confirm that the expressive power of ReLU neural networks grows with their
depth, the function $F_n = \max \{0,x_1,\ldots,x_n\}$ has been considered in
the literature. A conjecture by Hertrich, Basu, Di Summa, and Skutella [NeurIPS
2021] states that any ReLU network that exactly represents $F_n$ has at least
$\lceil\log_2 (n+1)\rceil$ hidden layers. The conjecture has recently been
confirmed for networks with integer weights by Haase, Hertrich, and Loho [ICLR
2023].
  We follow up on this line of research and show that, within ReLU networks
whose weights are decimal fractions, $F_n$ can only be represented by networks
with at least $\lceil\log_3 (n+1)\rceil$ hidden layers. Moreover, if all
weights are $N$-ary fractions, then $F_n$ can only be represented by networks
with at least $\Omega( \frac{\ln n}{\ln \ln N})$ layers. These results are a
partial confirmation of the above conjecture for rational ReLU networks, and
provide the first non-constant lower bound on the depth of practically relevant
ReLU networks.",http://arxiv.org/abs/2502.06283v1,Recommendation System,"networks, relu, conjecture, layers, weights"
Jakiro: Boosting Speculative Decoding with Decoupled Multi-Head via MoE,"Speculative decoding (SD) accelerates large language model inference by using
a smaller draft model to predict multiple tokens, which are then verified in
parallel by the larger target model. However, the limited capacity of the draft
model often necessitates tree-based sampling to improve prediction accuracy,
where multiple candidates are generated at each step. We identify a key
limitation in this approach: the candidates at the same step are derived from
the same representation, limiting diversity and reducing overall effectiveness.
To address this, we propose Jakiro, leveraging Mixture of Experts (MoE), where
independent experts generate diverse predictions, effectively decoupling
correlations among candidates. Furthermore, we introduce a hybrid inference
strategy, combining autoregressive decoding for initial tokens with parallel
decoding for subsequent stages, and enhance the latter with contrastive
mechanism in features to improve accuracy. Our method significantly boosts
prediction accuracy and achieves higher inference speedups. Extensive
experiments across diverse models validate the effectiveness and robustness of
our approach, establishing a new SOTA in speculative decoding. Our codes are
available at https://github.com/haiduo/Jakiro.",http://arxiv.org/abs/2502.06282v1,Reinforcement Learning,"decoding, model, inference, accuracy, candidates"
Application of quantum machine learning using quantum kernel algorithms on multiclass neuron M type classification,"The functional characterization of different neuronal types has been a
longstanding and crucial challenge. With the advent of physical quantum
computers, it has become possible to apply quantum machine learning algorithms
to translate theoretical research into practical solutions. Previous studies
have shown the advantages of quantum algorithms on artificially generated
datasets, and initial experiments with small binary classification problems
have yielded comparable outcomes to classical algorithms. However, it is
essential to investigate the potential quantum advantage using real-world data.
To the best of our knowledge, this study is the first to propose the
utilization of quantum systems to classify neuron morphologies, thereby
enhancing our understanding of the performance of automatic multiclass neuron
classification using quantum kernel methods. We examined the influence of
feature engineering on classification accuracy and found that quantum kernel
methods achieved similar performance to classical methods, with certain
advantages observed in various configurations.",http://arxiv.org/abs/2502.06281v1,Recommendation System,"quantum, algorithms, classification, methods, advantages"
IceBerg: Debiased Self-Training for Class-Imbalanced Node Classification,"Graph Neural Networks (GNNs) have achieved great success in dealing with
non-Euclidean graph-structured data and have been widely deployed in many
real-world applications. However, their effectiveness is often jeopardized
under class-imbalanced training sets. Most existing studies have analyzed
class-imbalanced node classification from a supervised learning perspective,
but they do not fully utilize the large number of unlabeled nodes in
semi-supervised scenarios. We claim that the supervised signal is just the tip
of the iceberg and a large number of unlabeled nodes have not yet been
effectively utilized. In this work, we propose IceBerg, a debiased
self-training framework to address the class-imbalanced and few-shot challenges
for GNNs at the same time. Specifically, to figure out the Matthew effect and
label distribution shift in self-training, we propose Double Balancing, which
can largely improve the performance of existing baselines with just a few lines
of code as a simple plug-and-play module. Secondly, to enhance the long-range
propagation capability of GNNs, we disentangle the propagation and
transformation operations of GNNs. Therefore, the weak supervision signals can
propagate more effectively to address the few-shot issue. In summary, we find
that leveraging unlabeled nodes can significantly enhance the performance of
GNNs in class-imbalanced and few-shot scenarios, and even small, surgical
modifications can lead to substantial performance improvements. Systematic
experiments on benchmark datasets show that our method can deliver considerable
performance gain over existing class-imbalanced node classification baselines.
Additionally, due to IceBerg's outstanding ability to leverage unsupervised
signals, it also achieves state-of-the-art results in few-shot node
classification scenarios. The code of IceBerg is available at:
https://github.com/ZhixunLEE/IceBerg.",http://arxiv.org/abs/2502.06280v1,Reinforcement Learning,"gnns, class, imbalanced, iceberg, shot"
DebateBench: A Challenging Long Context Reasoning Benchmark For Large Language Models,"We introduce DebateBench, a novel dataset consisting of an extensive
collection of transcripts and metadata from some of the world's most
prestigious competitive debates. The dataset consists of British Parliamentary
debates from prestigious debating tournaments on diverse topics, annotated with
detailed speech-level scores and house rankings sourced from official
adjudication data. We curate 256 speeches across 32 debates with each debate
being over 1 hour long with each input being an average of 32,000 tokens.
Designed to capture long-context, large-scale reasoning tasks, DebateBench
provides a benchmark for evaluating modern large language models (LLMs) on
their ability to engage in argumentation, deliberation, and alignment with
human experts. To do well on DebateBench, the LLMs must perform in-context
learning to understand the rules and evaluation criteria of the debates, then
analyze 8 seven minute long speeches and reason about the arguments presented
by all speakers to give the final results. Our preliminary evaluation using GPT
o1, GPT-4o, and Claude Haiku, shows that LLMs struggle to perform well on
DebateBench, highlighting the need to develop more sophisticated techniques for
improving their performance.",http://arxiv.org/abs/2502.06279v1,Reinforcement Learning,"debatebench, debates, long, llms, dataset"
HODDI: A Dataset of High-Order Drug-Drug Interactions for Computational Pharmacovigilance,"Drug-side effect research is vital for understanding adverse reactions
arising in complex multi-drug therapies. However, the scarcity of higher-order
datasets that capture the combinatorial effects of multiple drugs severely
limits progress in this field. Existing resources such as TWOSIDES primarily
focus on pairwise interactions. To fill this critical gap, we introduce HODDI,
the first Higher-Order Drug-Drug Interaction Dataset, constructed from U.S.
Food and Drug Administration (FDA) Adverse Event Reporting System (FAERS)
records spanning the past decade, to advance computational pharmacovigilance.
HODDI contains 109,744 records involving 2,506 unique drugs and 4,569 unique
side effects, specifically curated to capture multi-drug interactions and their
collective impact on adverse effects. Comprehensive statistical analyses
demonstrate HODDI's extensive coverage and robust analytical metrics, making it
a valuable resource for studying higher-order drug relationships. Evaluating
HODDI with multiple models, we found that simple Multi-Layer Perceptron (MLP)
can outperform graph models, while hypergraph models demonstrate superior
performance in capturing complex multi-drug interactions, further validating
HODDI's effectiveness. Our findings highlight the inherent value of
higher-order information in drug-side effect prediction and position HODDI as a
benchmark dataset for advancing research in pharmacovigilance, drug safety, and
personalized medicine. The dataset and codes are available at
https://github.com/TIML-Group/HODDI.",http://arxiv.org/abs/2502.06274v1,Recommendation System,"drug, hoddi, multi, higher, order"
Beyond Batch Learning: Global Awareness Enhanced Domain Adaptation,"In domain adaptation (DA), the effectiveness of deep learning-based models is
often constrained by batch learning strategies that fail to fully apprehend the
global statistical and geometric characteristics of data distributions.
Addressing this gap, we introduce 'Global Awareness Enhanced Domain Adaptation'
(GAN-DA), a novel approach that transcends traditional batch-based limitations.
GAN-DA integrates a unique predefined feature representation (PFR) to
facilitate the alignment of cross-domain distributions, thereby achieving a
comprehensive global statistical awareness. This representation is innovatively
expanded to encompass orthogonal and common feature aspects, which enhances the
unification of global manifold structures and refines decision boundaries for
more effective DA. Our extensive experiments, encompassing 27 diverse
cross-domain image classification tasks, demonstrate GAN-DA's remarkable
superiority, outperforming 24 established DA methods by a significant margin.
Furthermore, our in-depth analyses shed light on the decision-making processes,
revealing insights into the adaptability and efficiency of GAN-DA. This
approach not only addresses the limitations of existing DA methodologies but
also sets a new benchmark in the realm of domain adaptation, offering broad
implications for future research and applications in this field.",http://arxiv.org/abs/2502.06272v1,Recommendation System,"da, domain, global, gan, adaptation"
Spectral-factorized Positive-definite Curvature Learning for NN Training,"Many training methods, such as Adam(W) and Shampoo, learn a positive-definite
curvature matrix and apply an inverse root before preconditioning. Recently,
non-diagonal training methods, such as Shampoo, have gained significant
attention; however, they remain computationally inefficient and are limited to
specific types of curvature information due to the costly matrix root
computation via matrix decomposition. To address this, we propose a Riemannian
optimization approach that dynamically adapts spectral-factorized
positive-definite curvature estimates, enabling the efficient application of
arbitrary matrix roots and generic curvature learning. We demonstrate the
efficacy and versatility of our approach in positive-definite matrix
optimization and covariance adaptation for gradient-free optimization, as well
as its efficiency in curvature learning for neural net training.",http://arxiv.org/abs/2502.06268v1,Recommendation System,"curvature, matrix, training, positive, definite"
Low-Rank Compression for IMC Arrays,"In this study, we address the challenge of low-rank model compression in the
context of in-memory computing (IMC) architectures. Traditional pruning
approaches, while effective in model size reduction, necessitate additional
peripheral circuitry to manage complex dataflows and mitigate dislocation
issues, leading to increased area and energy overheads. To circumvent these
drawbacks, we propose leveraging low-rank compression techniques, which, unlike
pruning, streamline the dataflow and seamlessly integrate with IMC
architectures. However, low-rank compression presents its own set of
challenges, namely i) suboptimal IMC array utilization and ii) compromised
accuracy. To address these issues, we introduce a novel approach i) employing
shift and duplicate kernel (SDK) mapping technique, which exploits idle IMC
columns for parallel processing, and ii) group low-rank convolution, which
mitigates the information imbalance in the decomposed matrices. Our
experimental results demonstrate that our proposed method achieves up to 2.5x
speedup or +20.9% accuracy boost over existing pruning techniques.",http://arxiv.org/abs/2502.07820v1,Recommendation System,"low, rank, imc, compression, pruning"
Reducing Variance Caused by Communication in Decentralized Multi-agent Deep Reinforcement Learning,"In decentralized multi-agent deep reinforcement learning (MADRL),
communication can help agents to gain a better understanding of the environment
to better coordinate their behaviors. Nevertheless, communication may involve
uncertainty, which potentially introduces variance to the learning of
decentralized agents. In this paper, we focus on a specific decentralized MADRL
setting with communication and conduct a theoretical analysis to study the
variance that is caused by communication in policy gradients. We propose
modular techniques to reduce the variance in policy gradients during training.
We adopt our modular techniques into two existing algorithms for decentralized
MADRL with communication and evaluate them on multiple tasks in the StarCraft
Multi-Agent Challenge and Traffic Junction domains. The results show that
decentralized MADRL communication methods extended with our proposed techniques
not only achieve high-performing agents but also reduce variance in policy
gradients during training.",http://arxiv.org/abs/2502.06261v1,Reinforcement Learning,"communication, decentralized, madrl, variance, agents"
Emergent Response Planning in LLM,"In this work, we argue that large language models (LLMs), though trained to
predict only the next token, exhibit emergent planning behaviors:
$\textbf{their hidden representations encode future outputs beyond the next
token}$. Through simple probing, we demonstrate that LLM prompt representations
encode global attributes of their entire responses, including
$\textit{structural attributes}$ (response length, reasoning steps),
$\textit{content attributes}$ (character choices in storywriting,
multiple-choice answers at the end of response), and $\textit{behavioral
attributes}$ (answer confidence, factual consistency). In addition to
identifying response planning, we explore how it scales with model size across
tasks and how it evolves during generation. The findings that LLMs plan ahead
for the future in their hidden representations suggests potential applications
for improving transparency and generation control.",http://arxiv.org/abs/2502.06258v1,Natural Language Processing,"representations, response, llms, planning, hidden"
K-ON: Stacking Knowledge On the Head Layer of Large Language Model,"Recent advancements in large language models (LLMs) have significantly
improved various natural language processing (NLP) tasks. Typically, LLMs are
trained to predict the next token, aligning well with many NLP tasks. However,
in knowledge graph (KG) scenarios, entities are the fundamental units and
identifying an entity requires at least several tokens. This leads to a
granularity mismatch between KGs and natural languages. To address this issue,
we propose K-ON, which integrates KG knowledge into the LLM by employing
multiple head layers for next k-step prediction. K-ON can not only generate
entity-level results in one step, but also enables contrastive loss against
entities, which is the most powerful tool in KG representation learning.
Experimental results show that K-ON outperforms state-of-the-art methods that
incorporate text and even the other modalities.",http://arxiv.org/abs/2502.06257v1,Natural Language Processing,"k, kg, language, llms, natural"
